도로명칭,출발지 법정동명,출발지 이름,도착지 이름,제한너비,제한높이,제한길이(단일차량),제한길이(연결차량),총중량,축중량
원양로,부산광역시 사하구 감천동 ,부산 사하구 감천동 387-28,부산 사하구 감천동 387-28,3.3,4.5,19,21,40,10
원양로,부산광역시 사하구 감천동 ,부산 사하구 감천동 850-6,부산 사하구 감천동 387-28,3.3,4.5,19,21,40,10
원양로,부산광역시 서구 암남동,부산 서구 암남동 761-2,부산 서구 암남동 704-13,3,4.4,19,22,40,10
원양로,부산광역시 서구 암남동,부산 서구 암남동 761-2,부산 서구 암남동 761-2,3,4.4,19,22,40,10
원양로,부산광역시 서구 암남동,부산 서구 암남동 724,부산 서구 암남동 724,3,4.4,19,22,40,10
원양로,부산광역시 서구 암남동,부산 서구 암남동 713,부산 서구 암남동 720-3,3.3,4.5,19,21,40,10
월내2길 ,부산광역시 기장군 장안읍 월내리,부산 기장군 장안읍 월내리 627-31,부산 기장군 장안읍 월내리 4-2 ,3.3,4.5,19,21,40,10
월내2길 ,부산광역시 기장군 장안읍 월내리,부산 기장군 장안읍 월내리 5-2 ,부산 기장군 장안읍 월내리 4-2 ,3.3,4.5,19,21,40,10
월내2길 ,부산광역시 기장군 장안읍 월내리,부산 기장군 장안읍 월내리 4-3 ,부산 기장군 장안읍 월내리 4-2 ,3.3,4.5,19,21,40,10
월내3길 ,부산광역시 기장군 장안읍 반룡리,부산 기장군 장안읍 반룡리 842 ,부산 기장군 장안읍 월내리 산 20-6,3.3,4.5,19,21,40,10
월내3길 ,부산광역시 기장군 장안읍 월내리,부산 기장군 장안읍 월내리 443 ,부산 기장군 장안읍 월내리 409-2 ,3.3,4.5,19,21,40,10
월내해안길,부산광역시 기장군 장안읍 월내리,부산 기장군 장안읍 월내리 132-147,부산 기장군 장안읍 월내리 132-159,3.3,4.5,19,21,40,10
월내해안길,부산광역시 기장군 장안읍 월내리,부산 기장군 장안읍 월내리 257-56,부산 기장군 장안읍 월내리 16-15 ,3.3,4.5,19,21,40,10
월내해안길,부산광역시 기장군 장안읍 월내리,부산 기장군 장안읍 월내리 17-65 ,부산 기장군 장안읍 월내리 16-15 ,3.3,4.5,19,21,40,10
월내해안길,부산광역시 기장군 장안읍 월내리,부산 기장군 장안읍 월내리 17-65 ,부산 기장군 장안읍 월내리 132-159,3.3,4.5,19,21,40,10
월내해안길,부산광역시 기장군 장안읍 월내리,부산 기장군 장안읍 월내리 16-15 ,부산 기장군 장안읍 월내리 14-3,3.3,4.5,19,21,40,10
월내해안길,부산광역시 기장군 장안읍 월내리,부산 기장군 장안읍 월내리 132-159,부산 기장군 장안읍 월내리 132-159,3.3,4.5,19,21,40,10
월드컵길 ,부산광역시 연제구 거제동 ,부산 연제구 거제동 산 100-15,부산 연제구 거제동 1367-1,3,4.4,19,22,40,10
월드컵길 ,부산광역시 연제구 거제동 ,부산 연제구 거제동 1367-1,부산 연제구 거제동 1367-1,3,4.4,19,22,40,10
월드컵대로,부산광역시 연제구 거제동 ,부산 연제구 거제동 산 109-5 ,부산 연제구 거제동 1374,3,4.4,19,22,40,10
월드컵대로,부산광역시 연제구 거제동 ,남문구사거리,남문구사거리,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 연제구 연산동 ,신리삼거리,신리삼거리,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 연제구 거제동 ,거성사거리,거성사거리,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 부산진구 초읍동,부산 부산진구 초읍동 산 39-8 ,부산 부산진구 초읍동 산 40-11,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 연제구 거제동 ,거성사거리,거성사거리,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 연제구 연산동 ,부산 연제구 연산동 1515-11 ,부산 연제구 연산동 1515-11 ,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 연제구 연산동 ,부산 연제구 연산동 1515-11 ,부산광역시 연제구 연산동 1515-11 ,3,4,19,22,40,10
월드컵대로,부산광역시 연제구 거제동 ,거성사거리,부산 연제구 거제동 1191-2,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 연제구 거제동 ,거성사거리,부산 연제구 거제동 1073-4,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 연제구 거제동 ,부산 연제구 거제동 산 100-15,부산 연제구 거제동 1363,3,4.4,19,22,40,10
월드컵대로,부산광역시 연제구 거제동 ,부산 연제구 거제동 산 100-15,부산 연제구 거제동 산 100-15,3,4.4,19,22,40,10
월드컵대로,부산광역시 연제구 거제동 ,부산 연제구 거제동 1166-23 ,부산 연제구 거제동 1191-2,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 연제구 연산동 ,연산교차로,연산교차로,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 연제구 연산동 ,연산교차로,부산 연제구 연산동 1143-1,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 연제구 거제동 ,부산 연제구 거제동 1191-2,부산 연제구 거제동 1191-2,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 연제구 거제동 ,부산 연제구 거제동 1191-2,부산 연제구 거제동 1191-2,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 연제구 거제동 ,부산 연제구 거제동 1264-24 ,부산 연제구 거제동 산 46-5,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 연제구 거제동 ,거성사거리,부산 연제구 거제동 1073-4,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 연제구 거제동 ,거성사거리,부산 연제구 거제동 1073-4,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 연제구 거제동 ,부산 연제구 거제동 1264-2,부산 연제구 거제동 1264-2,3,4.4,19,22,40,10
월드컵대로,부산광역시 연제구 거제동 ,부산 연제구 거제동 1264-2,부산 연제구 거제동 1454-1,3,4.4,19,22,40,10
월드컵대로,부산광역시 연제구 연산동 ,부산 연제구 연산동 1143-1,부산 연제구 연산동 1143-1,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 연제구 연산동 ,부산 연제구 연산동 1143-1,부산 연제구 연산동 1143-1,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 연제구 연산동 ,신리삼거리,부산 연제구 연산동 1515-11 ,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 연제구 거제동 ,부산 연제구 거제동 1073-4,부산 연제구 거제동 1073-4,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 연제구 거제동 ,남문구사거리,부산 연제구 거제동 1189-6,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 연제구 연산동 ,부산 연제구 연산동 1143-1,부산 연제구 연산동 1143-1,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 연제구 거제동 ,부산 연제구 거제동 1264-2,부산 연제구 거제동 1363,3,4.4,19,22,40,10
월드컵대로,부산광역시 부산진구 초읍동,부산 부산진구 초읍동 376-59 ,시민도서관삼거리,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 부산진구 초읍동,부산 부산진구 초읍동 376-59 ,부산 부산진구 초읍동 산 39-8 ,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 연제구 거제동 ,부산 연제구 거제동 1191-2,부산 연제구 거제동 1191-2,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 연제구 거제동 ,부산 연제구 거제동 1191-2,부산 연제구 거제동 1191-21 ,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 연제구 거제동 ,부산 연제구 거제동 산 100-15,부산 연제구 거제동 산 105-7 ,3,4.4,19,22,40,10
월드컵대로,부산광역시 연제구 연산동 ,부산광역시 연제구 연산동 1515-11 ,부산광역시 연제구 연산동 1515-11 ,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 부산진구 초읍동,부산 부산진구 초읍동 산 40-11,부산 부산진구 초읍동 산 40-11,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 연제구 연산동 ,부산 연제구 연산동 1515-11 ,부산 연제구 연산동 1515-11 ,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 연제구 연산동 ,부산 연제구 연산동 1515-11 ,부산 연제구 연산동 1515-11 ,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 연제구 거제동 ,부산 연제구 거제동 1191-5,부산 연제구 거제동 1189-6,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 부산진구 초읍동,시민도서관삼거리,시민도서관삼거리,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 연제구 거제동 ,부산 연제구 거제동 1374,부산 연제구 거제동 1374,3,4.4,19,22,40,10
월드컵대로,부산광역시 연제구 거제동 ,부산 연제구 거제동 1374,부산 연제구 거제동 산 109-5 ,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 연제구 거제동 ,남문구사거리,부산 연제구 거제동 1189-6,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 연제구 거제동 ,부산 연제구 거제동 1189-6,부산 연제구 거제동 1191-2,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 연제구 거제동 ,부산 연제구 거제동 1189-6,남문구사거리,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 연제구 거제동 ,부산 연제구 거제동 1427-20 ,부산 연제구 거제동 1264-24 ,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 연제구 거제동 ,부산 연제구 거제동 1427-20 ,부산 연제구 거제동 1073-4,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 연제구 거제동 ,부산 연제구 거제동 산 109-5 ,부산 부산진구 초읍동 산 40-9 ,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 연제구 거제동 ,거성사거리,부산 연제구 거제동 1191-2,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 연제구 거제동 ,거성사거리,부산 연제구 거제동 1191-2,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 연제구 거제동 ,부산 연제구 거제동 1191-2,부산 연제구 거제동 1191-2,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 연제구 거제동 ,부산 연제구 거제동 1191-2,부산 연제구 거제동 1191-2,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 연제구 거제동 ,부산 연제구 거제동 1374-1,부산 연제구 거제동 1374,3,4.4,19,22,40,10
월드컵대로,부산광역시 연제구 거제동 ,부산 연제구 거제동 1198-5,부산 연제구 거제동 1427-20 ,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 연제구 연산동 ,부산 연제구 연산동 1515-11 ,부산 연제구 연산동 1515-11 ,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 연제구 연산동 ,연산교차로,연산교차로,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 연제구 연산동 ,연산교차로,부산 연제구 연산동 1515-11 ,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 연제구 거제동 ,남문구사거리,남문구사거리,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 연제구 거제동 ,부산 연제구 거제동 630 ,부산 연제구 연산동 1143-1,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 연제구 연산동 ,연산교차로,연산교차로,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 연제구 연산동 ,신리삼거리,신리삼거리,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 연제구 거제동 ,부산 연제구 거제동 630 ,부산 연제구 거제동 18-53,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 연제구 거제동 ,부산 연제구 거제동 1073-4,부산 연제구 거제동 1073-4,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 연제구 거제동 ,부산 연제구 거제동 산 100-15,부산 연제구 거제동 산 100-15,3,4.4,19,22,40,10
월드컵대로,부산광역시 연제구 거제동 ,부산 연제구 거제동 1191-21 ,부산 연제구 거제동 1191-21 ,3,4.4,19,22,40,10
월드컵대로,부산광역시 부산진구 초읍동,시민도서관삼거리,시민도서관삼거리,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 연제구 거제동 ,남문구사거리,남문구사거리,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 연제구 거제동 ,남문구사거리,남문구사거리,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 연제구 연산동 ,부산 연제구 연산동 1515-11 ,부산광역시 연제구 연산동 1515-11 ,3,4,19,22,40,10
월드컵대로,부산광역시 연제구 거제동 ,부산 연제구 거제동 산 46-1,부산 연제구 거제동 1454-1,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 연제구 거제동 ,부산 연제구 거제동 18-53,부산 연제구 거제동 18-53,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 연제구 거제동 ,부산 연제구 거제동 1454-1,부산 연제구 거제동 산 46-5,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 연제구 연산동 ,연산교차로,연산교차로,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 부산진구 초읍동,부산 부산진구 초읍동 산 40-11,부산 부산진구 초읍동 산 40-9 ,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 연제구 거제동 ,부산 연제구 거제동 산 105-3 ,부산 연제구 거제동 산 105-7 ,3,4.4,19,22,40,10
월드컵대로,부산광역시 연제구 거제동 ,부산 연제구 거제동 산 105-3 ,부산 연제구 거제동 산 109-5 ,3,4.4,19,22,40,10
월드컵대로,부산광역시 연제구 거제동 ,남문구사거리,부산 연제구 거제동 18-53,3.3,4.5,19,21,40,10
월드컵대로,부산광역시 연제구 연산동 ,부산광역시 연제구 연산동 1515-11 ,부산광역시 연제구 연산동 1515-11 ,3,4,19,22,40,10
월드컵대로164번길 ,부산광역시 연제구 연산동 ,부산 연제구 연산동 1515-17 ,부산 연제구 연산동 1143-1,3.3,4.5,19,21,40,10
월드컵대로235번길 ,부산광역시 연제구 거제동 ,부산 연제구 거제동 1191-5,부산 연제구 거제동 1191-23 ,3,4.4,19,22,40,10
월드컵대로235번길 ,부산광역시 연제구 거제동 ,부산 연제구 거제동 1191-5,부산 연제구 거제동 1188-6,3,4.4,19,22,40,10
월드컵대로243번길 ,부산광역시 연제구 거제동 ,부산 연제구 거제동 1191-2,부산 연제구 거제동 1030-1,3.3,4.5,19,21,40,10
월드컵대로35번길,부산광역시 연제구 연산동 ,부산 연제구 연산동 1515-11 ,부산 연제구 연산동 1543,3.3,4.5,19,21,40,10
월드컵대로47번길,부산광역시 연제구 연산동 ,부산광역시 연제구 연산동 1543 ,부산광역시 연제구 연산동 1515-11 ,3,4,19,22,40,10
월드컵대로73번길,부산광역시 연제구 연산동 ,부산광역시 연제구 연산동 1515-12 ,부산광역시 연제구 연산동 1515-11 ,3,4,19,22,40,10
월드컵대로79번길,부산광역시 연제구 연산동 ,부산광역시 연제구 연산동 1515-12 ,부산광역시 연제구 연산동 1515-12 ,3,4,19,22,40,10
월드컵대로79번길,부산광역시 연제구 연산동 ,부산광역시 연제구 연산동 1543 ,부산광역시 연제구 연산동 1515-12 ,3,4,19,22,40,10
월라2길 ,부산광역시 기장군 정관읍 월평리,부산 기장군 정관읍 월평리 26-18 ,경남 양산시 덕계동 855 ,3.4,4.5,19,24,40,10
월평1길 ,부산광역시 기장군 정관읍 월평리,부산 기장군 정관읍 월평리 197-7 ,부산 기장군 정관읍 월평리 125-14,3.4,4.5,19,24,40,10
월평1길 ,부산광역시 기장군 정관읍 월평리,부산 기장군 정관읍 월평리 197-7 ,부산 기장군 정관읍 월평리 200-5 ,3,4.4,19,22,40,10
월평1길 ,부산광역시 기장군 정관읍 월평리,부산 기장군 정관읍 월평리 197-7 ,부산 기장군 정관읍 월평리 226-6 ,3,4.4,19,22,40,10
월평1길 ,부산광역시 기장군 정관읍 월평리,월평교차로,부산 기장군 정관읍 월평리 128-13,3,4,19,22,40,10
월평1길 ,부산광역시 기장군 정관읍 월평리,부산 기장군 정관읍 월평리 125-18,부산 기장군 정관읍 월평리 125-14,3.4,4.5,19,24,40,10
월평1길 ,부산광역시 기장군 정관읍 월평리,부산 기장군 정관읍 월평리 128-13,부산 기장군 정관읍 월평리 128-11,3,4.4,19,22,40,10
월평1길 ,부산광역시 기장군 정관읍 월평리,부산 기장군 정관읍 월평리 128-13,부산 기장군 정관읍 월평리 125-18,3,4.4,19,22,40,10
월평2길 ,부산광역시 기장군 정관읍 월평리,부산 기장군 정관읍 월평리 200-18,부산 기장군 정관읍 월평리 200-5 ,3,4.4,19,22,40,10
윗반송로 ,부산광역시 해운대구 반송동,부산 해운대구 반송동 209,부산 해운대구 반송동 산 219-3,3.3,4.5,19,21,40,10
윗반송로 ,부산광역시 해운대구 반송동,반송2호교,반송2호교,3.3,4.5,19,21,40,10
윗반송로 ,부산광역시 해운대구 반송동,반송2호교,반송2호교,3.3,4.5,19,21,40,10
윗반송로 ,부산광역시 해운대구 반송동,부산 해운대구 반송동 산 219-3,반송2호교,3.3,4.5,19,21,40,10
윗반송로 ,부산광역시 기장군 철마면 고촌리,부산 기장군 철마면 고촌리 542-7 ,부산 해운대구 반송동 5-1,3.3,4.5,19,21,40,10
윗반송로 ,부산광역시 해운대구 반송동,부산 해운대구 반송동 878,부산 해운대구 반송동 878,3,4.4,19,22,40,10
윗반송로 ,부산광역시 해운대구 반송동,반송2호교,반송2호교,3.3,4.2,19,21,40,10
윗반송로 ,부산광역시 해운대구 반송동,반송2호교,반송2호교,3.3,4.5,19,21,40,10
윗반송로 ,부산광역시 해운대구 반송동,반송2호교,반송2호교,3.3,4.2,19,21,40,10
윗반송로 ,부산광역시 해운대구 반송동,반송2호교,반송2호교,3.3,4.5,19,21,40,10
윗반송로 ,부산광역시 기장군 철마면 고촌리,운봉삼거리,부산 기장군 철마면 고촌리 542-7 ,3.3,4.5,19,21,40,10
윗반송로 ,부산광역시 기장군 철마면 고촌리,운봉삼거리,운봉삼거리,3.3,4.5,19,21,40,10
윗반송로 ,부산광역시 해운대구 반송동,부산 해운대구 반송동 5-1,부산 해운대구 반송동 5-1,3.3,4.5,19,21,40,10
윗반송로 ,부산광역시 해운대구 반송동,부산 해운대구 반송동 5-1,부산 해운대구 반송동 209,3.3,4.5,19,21,40,10
유격길,부산광역시 해운대구 우동 ,부산 해운대구 우동 산 148-129 ,부산 해운대구 우동 산 148-160 ,3.3,4.5,19,21,40,10
유수지2길,부산광역시 사하구 장림동 ,부산 사하구 장림동 1134,부산 사하구 장림동 1134,3.3,4.5,19,21,40,10
유수지2길,부산광역시 사하구 장림동 ,부산 사하구 장림동 1111,부산 사하구 장림동 1134,3.3,4.5,19,21,40,10
유엔로,부산광역시 남구 대연동,유엔교차로,대천사거리,3.3,4.5,19,21,40,10
유엔로,부산광역시 남구 대연동,유엔교차로,부산 남구 대연동 1022 ,3.3,4.5,19,21,40,10
유엔로,부산광역시 남구 대연동,부산 남구 대연동 1022 ,부산 남구 대연동 1022 ,3.3,4.5,19,21,40,10
유엔로,부산광역시 남구 우암동,우암동,우암동,3.3,4.5,19,21,40,10
유엔로,부산광역시 남구 대연동,대천사거리,부산 남구 대연동 1654-8,3.3,4.5,19,21,40,10
유엔로,부산광역시 남구 대연동,대천사거리,대천사거리,3.3,4.5,19,21,40,10
유엔로,부산광역시 남구 대연동,부산 남구 대연동 1654-8,부산 남구 대연동 599-14,3.3,4.5,19,21,40,10
유엔로,부산광역시 남구 대연동,부산 남구 대연동 1015 ,부산 남구 우암동 101-10,3.3,4.5,19,21,40,10
유엔로,부산광역시 남구 대연동,부산 남구 대연동 1015 ,부산 남구 대연동 1022 ,3.3,4.5,19,21,40,10
유엔로,부산광역시 남구 우암동,부산 남구 우암동 101-10,부산 남구 우암동 32-4 ,3.3,4.5,19,21,40,10
유엔로,부산광역시 남구 대연동,대천사거리,대천사거리,3.3,4.5,19,21,40,10
유엔로,부산광역시 남구 우암동,부산 남구 우암동 32-4 ,부산 남구 우암동 32-4 ,3.3,4.5,19,21,40,10
유엔로,부산광역시 남구 우암동,부산 남구 우암동 32-4 ,부산 남구 우암동 55-3 ,3.3,4.5,19,21,40,10
유엔로,부산광역시 남구 대연동,대천사거리,대천사거리,3.3,4.5,19,21,40,10
유엔로,부산광역시 남구 우암동,우암동,우암동,3.3,4.5,19,21,40,10
유엔로,부산광역시 남구 우암동,우암동,부산 남구 우암동 55-3 ,3.3,4.5,19,21,40,10
유엔로,부산광역시 남구 대연동,부산 남구 대연동 1015 ,부산 남구 대연동 1022 ,3.3,4.5,19,21,40,10
유엔로120번길 ,부산광역시 남구 대연동,부산 남구 대연동 1690-43,부산 남구 대연동 1015 ,3.3,4.5,19,21,40,10
유엔로120번길 ,부산광역시 남구 대연동,부산 남구 대연동 1015 ,부산 남구 대연동 1015 ,3.3,4.5,19,21,40,10
유엔평화로,부산광역시 남구 용당동,동명오거리,동명오거리,3.3,4.5,19,21,40,10
유엔평화로,부산광역시 남구 대연동,부산 남구 대연동 771-1,부산 남구 대연동 737-21,3.3,4.5,19,21,40,10
유엔평화로,부산광역시 남구 대연동,부산 남구 대연동 771-1,부산 남구 대연동 771-1,3.3,4.5,19,21,40,10
유엔평화로,부산광역시 남구 대연동,유엔교차로,부산 남구 대연동 1015 ,3.3,4.5,19,21,40,10
유엔평화로,부산광역시 남구 대연동,유엔교차로,유엔교차로,3.3,4.5,19,21,40,10
유엔평화로,부산광역시 남구 대연동,부산 남구 대연동 725-2,부산 남구 대연동 771-1,3.3,4.5,19,21,40,10
유엔평화로,부산광역시 남구 대연동,부산 남구 대연동 1014 ,부산 남구 대연동 1014 ,3.3,4.5,19,21,40,10
유엔평화로,부산광역시 남구 대연동,부산 남구 대연동 737-21,부산 남구 대연동 754-1,3.3,4.5,19,21,40,10
유엔평화로,부산광역시 남구 대연동,부산 남구 대연동 1015 ,부산 남구 대연동 848-2,3.3,4.5,19,21,40,10
유엔평화로,부산광역시 남구 용당동,동명오거리,동명오거리,3.3,4.5,19,21,40,10
유엔평화로,부산광역시 남구 용당동,부산 남구 용당동 603-1,부산 남구 대연동 737-21,3.3,4.5,19,21,40,10
유엔평화로,부산광역시 남구 용당동,부산 남구 용당동 603-1,부산 남구 용당동 산 42-4,3.3,4.5,19,21,40,10
유엔평화로,부산광역시 남구 대연동,유엔교차로,유엔교차로,3.3,4.5,19,21,40,10
유엔평화로,부산광역시 남구 대연동,부산 남구 대연동 771-1,부산 남구 대연동 778-3,3.3,4.5,19,21,40,10
유엔평화로,부산광역시 남구 용당동,동명오거리,동명오거리,3.3,4.5,19,21,40,10
유엔평화로,부산광역시 남구 용당동,부산 남구 용당동 565-5,부산 남구 용당동 산 42-5,3.3,4.5,19,21,40,10
유엔평화로,부산광역시 남구 용당동,부산 남구 용당동 565-5,부산 남구 용당동 산 42-4,3.3,4.5,19,21,40,10
유엔평화로,부산광역시 남구 대연동,대연사거리,부산 남구 대연동 1014 ,3.3,4.5,19,21,40,10
유엔평화로,부산광역시 남구 대연동,부산 남구 대연동 847-26,부산 남구 대연동 778-3,3.3,4.5,19,21,40,10
유엔평화로,부산광역시 남구 대연동,부산 남구 대연동 847-26,부산 남구 대연동 848-2,3.3,4.5,19,21,40,10
유엔평화로,부산광역시 남구 용당동,동명오거리,부산 남구 용당동 산 42-5,3.3,4.5,19,21,40,10
유엔평화로,부산광역시 남구 용당동,동명오거리,동명오거리,3.3,4.5,19,21,40,10
유엔평화로,부산광역시 남구 대연동,유엔교차로,부산 남구 대연동 1014 ,3.3,4.5,19,21,40,10
유엔평화로,부산광역시 남구 용당동,동명오거리,동명오거리,3.3,4.5,19,21,40,10
유엔평화로125번길 ,부산광역시 남구 대연동,부산 남구 대연동 1674 ,부산 남구 용당동 603-1,3.3,4.5,19,21,40,10
유엔평화로126번길 ,부산광역시 남구 용당동,부산 남구 용당동 603-1,부산 남구 용당동 603-1,3.3,4.5,19,21,40,10
유엔평화로143번길 ,부산광역시 남구 대연동,부산 남구 대연동 1674 ,부산 남구 대연동 722-13,3.3,4.5,19,21,40,10
유엔평화로143번길 ,부산광역시 남구 대연동,부산 남구 대연동 1674 ,부산 남구 용당동 565-5,3.3,4.5,19,21,40,10
유엔평화로76번길,부산광역시 남구 대연동,부산 남구 대연동 848-4,부산 남구 대연동 1015 ,3.3,4.5,19,21,40,10
유통단지1로,부산광역시 강서구 대저2동,부산 강서구 대저2동 3142,부산 강서구 대저2동 3142,3.3,4.5,19,21,40,10
유통단지1로,부산광역시 강서구 대저2동,부산 강서구 대저2동 3143,부산 강서구 대저2동 3142,3.3,4.5,19,21,40,10
유통단지1로,부산광역시 강서구 대저2동,부산 강서구 대저2동 3229-4 ,부산 강서구 대저2동 3142,3.3,4.5,19,21,40,10
유통단지1로,부산광역시 강서구 대저2동,부산 강서구 대저2동 3142,부산 강서구 대저2동 3142,3.3,4.5,19,21,40,10
유통단지1로,부산광역시 강서구 대저2동,부산 강서구 대저2동 3142,부산 강서구 대저2동 3142,3.3,4.5,19,21,40,10
유통단지1로,부산광역시 강서구 대저2동,부산 강서구 대저2동 3142,부산 강서구 대저2동 3142,3.3,4.5,19,21,40,10
유통단지1로,부산광역시 강서구 대저2동,부산 강서구 대저2동 3142,부산 강서구 대저2동 3142,3.3,4.5,19,21,40,10
유통단지1로,부산광역시 강서구 대저2동,부산 강서구 대저2동 3142,부산 강서구 대저2동 3142,3.3,4.5,19,21,40,10
유통단지1로,부산광역시 강서구 대저2동,부산 강서구 대저2동 3142,부산 강서구 대저2동 3142,3.3,4.5,19,21,40,10
유통단지1로,부산광역시 강서구 대저2동,부산 강서구 대저2동 3142,부산 강서구 대저2동 3142,3.3,4.5,19,21,40,10
유통단지1로,부산광역시 강서구 대저2동,부산 강서구 대저2동 3142,부산 강서구 대저2동 3142,3.3,4.5,19,21,40,10
유통단지1로,부산광역시 강서구 대저2동,부산 강서구 대저2동 3142,부산 강서구 대저2동 3142,3.3,4.5,19,21,40,10
유통단지1로,부산광역시 강서구 대저2동,부산 강서구 대저2동 3142,부산 강서구 대저2동 3142,3.3,4.5,19,21,40,10
유통단지1로,부산광역시 강서구 대저2동,부산 강서구 대저2동 3142,부산 강서구 대저2동 3142,3.3,4.5,19,21,40,10
유통단지1로,부산광역시 강서구 대저2동,부산 강서구 대저2동 3142,부산 강서구 대저2동 3142,3.3,4.5,19,21,40,10
유통단지1로,부산광역시 강서구 대저2동,부산 강서구 대저2동 3142,부산 강서구 대저2동 3142,3.3,4.5,19,21,40,10
유통단지1로,부산광역시 강서구 대저2동,부산 강서구 대저2동 3142,부산 강서구 대저2동 3142,3.3,4.5,19,21,40,10
유통단지1로132번길,부산광역시 강서구 대저2동,부산 강서구 대저2동 3011-9 ,부산 강서구 대저2동 3143,3.3,4.5,19,21,40,10
유통단지1로40번길 ,부산광역시 강서구 대저2동,부산 강서구 대저2동 3142,부산 강서구 대저2동 3135,3.3,4.5,19,21,40,10
유통단지1로40번길 ,부산광역시 강서구 대저2동,부산 강서구 대저2동 3135,부산 강서구 대저2동 3135,3.3,4.5,19,21,40,10
유통단지1로40번길 ,부산광역시 강서구 대저2동,부산 강서구 대저2동 3135,부산 강서구 대저2동 3135,3.3,4.5,19,21,40,10
유통단지1로40번길 ,부산광역시 강서구 대저2동,부산 강서구 대저2동 3135,부산 강서구 대저2동 3135,3.3,4.5,19,21,40,10
유통단지1로40번길 ,부산광역시 강서구 대저2동,부산 강서구 대저2동 3135,부산 강서구 대저2동 3135,3.3,4.5,19,21,40,10
유통단지1로49번길 ,부산광역시 강서구 대저2동,부산 강서구 대저2동 3142,부산 강서구 대저2동 3151,3.3,4.5,19,21,40,10
유통단지1로49번길 ,부산광역시 강서구 대저2동,부산 강서구 대저2동 3149,부산 강서구 대저2동 3151,3.3,4.5,19,21,40,10
유통단지1로57번가길,부산광역시 강서구 대저2동,부산 강서구 대저2동 3145,부산 강서구 대저2동 3145,3.3,4.5,19,21,40,10
유통단지1로57번가길,부산광역시 강서구 대저2동,부산 강서구 대저2동 3145,부산 강서구 대저2동 3145,3.3,4.5,19,21,40,10
